year,state,treatment,pupil_expenditure,teacher_salary,stateid,proficieny_mean,log_salary,post
1960,WA,0,2858.915039,41727.24919,47,7.958547197,10.63893362,0
1961,WA,0,3227.229004,43218.13975,47,8.07968897,10.67403873,0
1962,WA,0,3310.30542,43867.18005,47,8.105097777,10.68894451,0
1963,WA,0,3398.453857,44358.01839,47,8.131370068,10.70007131,0
1964,WA,0,3572.956299,45018.0129,47,8.181428468,10.71484019,0
1965,WA,0,3636.333984,47245.46667,47,8.19900627,10.76313315,0
1966,WA,0,3699.893066,49331.80261,47,8.216329439,10.80634451,0
1967,WA,0,4226.609863,50596.82404,47,8.349392068,10.83166385,0
1968,WA,0,3973.674072,52859.78323,47,8.287698029,10.87541701,0
1969,WA,0,5068.985352,53622.76183,47,8.531093207,10.88974757,0
1970,WA,0,4570.435547,53502.40105,47,8.427582559,10.8875005,0
1971,WA,0,5133.9375,54799.35723,47,8.543822951,10.91145199,0
1972,WA,0,4608.854492,55327.79852,47,8.435951572,10.92104882,0
1973,WA,0,5612.432617,55398.00891,47,8.632917686,10.92231698,0
1974,WA,0,4940.592285,52417.47862,47,8.505442883,10.86701445,0
1975,WA,0,5421.708496,55182.75989,47,8.598350692,10.91842398,0
1976,WA,1,6014.901855,58867.45389,47,8.702161552,10.98306064,1
1977,WA,1,6522.913086,58252.61836,47,8.783229641,10.97256149,1
1978,WA,1,6375.129395,58052.39609,47,8.760316514,10.96911849,1
1979,WA,1,7169.479492,56511.34609,47,8.877727806,10.94221441,1
1980,WA,1,6257.339844,55266.87436,47,8.741670228,10.91994708,1
1981,WA,1,5896.701172,55063.33707,47,8.682317922,10.91625755,1
1982,WA,1,6744.052734,53462.13401,47,8.816564587,10.88674761,1
1983,WA,1,7058.973145,53342.71608,47,8.862196527,10.88451146,1
1984,WA,1,7265.741211,53527.60537,47,8.891063218,10.88797147,1
1985,WA,1,7305.583984,53113.65971,47,8.896531136,10.88020825,1
1986,WA,1,7338.783691,54285.20112,47,8.901064651,10.90202535,1
1987,WA,1,7437.915039,53669.41762,47,8.914480289,10.89061725,1
1988,WA,1,7480.933105,53838.44896,47,8.920246474,10.89376173,1
1989,WA,1,7706.328613,53559.12574,47,8.949926923,10.88856015,1
1990,WA,1,7761.546387,54455.60831,47,8.957065702,10.90515949,1
1991,WA,1,7843.688477,55751.57311,47,8.967591955,10.92867884,1
1992,WA,1,8113.15918,55577.08007,47,9.001365861,10.92554416,1
1993,WA,1,8060.745117,54118.63203,47,8.994885328,10.89895228,1
1994,WA,1,8058.313965,53145.63348,47,8.994583716,10.88081004,1
1995,WA,1,8028.64502,54160.5912,47,8.990895599,10.89972729,1
1996,WA,1,7968.978027,52554.41658,47,8.983437015,10.86962345,1
1997,WA,1,8205.970703,52666.29807,47,9.012739158,10.87175001,1
1998,WA,1,8173.626953,51760.87578,47,9.008790362,10.85440917,1
1999,WA,1,8345.553711,53719.52029,47,9.029604003,10.89155034,1
2000,WA,1,8547.413086,53357.87361,47,9.053500941,10.88479557,1
1959,WV,0,1768.61792,28616.14047,48,7.478518938,10.26176113,0
1960,WV,0,1919.454468,29841.22688,48,7.560317139,10.30367968,0
1961,WV,0,1993.472778,31233.14274,48,7.598135023,10.34926709,0
1962,WV,0,2080.704346,31962.47889,48,7.640942234,10.37234925,0
1963,WV,0,2142.566162,32570.68002,48,7.670226152,10.39119848,0
1964,WV,0,2162.103271,32286.35613,48,7.679299169,10.38243098,0
1965,WV,0,2374.545166,34542.83937,48,7.772982234,10.4499845,0
1966,WV,0,2589.959961,36645.5205,48,7.859783727,10.50907376,0
1967,WV,0,3105.478027,37866.01025,48,8.041244896,10.54183557,0
1968,WV,0,3059.267822,40102.25375,48,8.026257715,10.59921275,0
1969,WV,0,3692.026367,45215.42576,48,8.214201555,10.7192157,0
1970,WV,0,3343.605469,42543.40084,48,8.115104019,10.65830354,0
1971,WV,0,4195.031738,42943.57175,48,8.341894533,10.66766553,0
1972,WV,0,3684.135742,42687.8536,48,8.21206264,10.66169313,0
1973,WV,0,4073.994629,41710.57532,48,8.312624708,10.63853395,0
1974,WV,0,3702.676025,39683.53879,48,8.217081126,10.58871694,0
1975,WV,0,3945.580078,42476.33666,48,8.28060468,10.65672596,0
1976,WV,0,4137.639648,43825.80578,48,8.328122425,10.68800091,0
1977,WV,0,4495.539551,43344.92809,48,8.411063391,10.67696805,0
1978,WV,0,4857.527832,42390.48971,48,8.488490756,10.65470291,0
1979,WV,0,5246.036621,39045.84104,48,8.565418743,10.57251726,0
1980,WV,0,5209.009766,39865.34649,48,8.558337009,10.5932878,0
1981,WV,0,5740.916504,41090.00177,48,8.655548319,10.62354444,0
1982,WV,0,5769.111816,39112.24149,48,8.660446738,10.57421635,0
1983,WV,0,5829.506836,38288.97031,48,8.670859211,10.55294327,0
1984,WV,0,6305.90918,41057.06896,48,8.749401007,10.62274266,0
1985,WV,0,6595.505859,41801.49792,48,8.794295373,10.64071138,0
1986,WV,0,6950.119141,42668.14819,48,8.846657953,10.66123141,0
1987,WV,0,6869.611328,41722.40563,48,8.835008366,10.63881754,0
1988,WV,0,6598.387207,41084.1087,48,8.794732076,10.62340102,0
1989,WV,0,7068.838379,40168.02542,48,8.863592899,10.60085147,0
1990,WV,0,7626.120117,41882.76933,48,8.939465611,10.64265366,0
1991,WV,0,7518.742676,43812.9268,48,8.925287198,10.68770701,0
1992,WV,0,7939.644531,47094.18897,48,8.979749726,10.75992613,0
1993,WV,0,7986.564941,46099.60376,48,8.985641229,10.73858133,0
1994,WV,0,8332.960938,46970.32275,48,9.028094125,10.75729254,0
1995,WV,0,8414.048828,46007.8147,48,9.037776909,10.73658828,0
1996,WV,0,8444.927734,46210.08465,48,9.041439679,10.74097498,0
1997,WV,0,8590.757812,45373.30986,48,9.058558629,10.72270136,0
1998,WV,0,8932.061523,45810.48874,48,9.097514451,10.73229018,0
1999,WV,0,9360.536133,45821.86209,48,9.144364673,10.73253842,0
2000,WV,0,9540.616211,45444.79597,48,9.163418164,10.7242756,0
1959,WY,0,2960.76416,36320.18619,49,7.99354037,10.50015649,0
1960,WY,0,3287.704102,37821.60793,49,8.098248876,10.5406623,0
1961,WY,0,3418.843994,39617.29303,49,8.137350213,10.58704624,0
1962,WY,0,3559.721924,41465.70523,49,8.177718591,10.6326461,0
1963,WY,0,3555.544434,43136.32664,49,8.176544688,10.67214395,0
1964,WY,0,3675.811279,42028.53548,49,8.209801155,10.64612788,0
1965,WY,0,3573.975586,42358.2433,49,8.181713626,10.65394194,0
1966,WY,0,4240.408691,42769.93255,49,8.352650732,10.663614,0
1967,WY,0,4194.933105,46039.84556,49,8.341871027,10.73728423,0
1968,WY,0,4261.677734,47264.26563,49,8.357652818,10.76353096,0
1969,WY,0,4782.958496,49208.1677,49,8.47302362,10.80383522,0
1970,WY,0,4915.867188,48820.94096,49,8.500426856,10.7959351,0
1971,WY,0,5370.020508,49614.47012,49,8.588773208,10.81205796,0
1972,WY,0,5232.418945,50079.8478,49,8.562820062,10.82139393,0
1973,WY,0,5710.211914,47559.77999,49,8.650186524,10.76976375,0
1974,WY,0,5553.681152,44672.73091,49,8.622396302,10.70714093,0
1975,WY,0,5381.791992,44989.24971,49,8.590962476,10.71420107,0
1976,WY,0,6117.277344,46715.33513,49,8.719035856,10.75184917,0
1977,WY,0,6750.606934,50868.93976,49,8.81753582,10.83702745,0
1978,WY,0,6602.359375,48390.37441,49,8.795333795,10.78707686,0
1979,WY,0,7109.556152,52672.83956,49,8.869335741,10.87187421,0
1980,WY,0,7299.273438,51319.90206,49,8.895667084,10.8458534,0
1981,WY,0,7647.342773,50973.28786,49,8.942244272,10.83907662,0
1982,WY,0,8494.532227,52475.7978,49,9.047295684,10.8681264,0
1983,WY,0,9358.011719,55164.22807,49,9.144094978,10.91808811,0
1984,WY,0,9406.879883,55401.75364,49,9.149302902,10.92238458,0
1985,WY,0,9634.275391,55170.60063,49,9.173186163,10.91820362,0
1986,WY,0,9653.18457,56165.33728,49,9.175146735,10.93607288,0
1987,WY,0,9103.226562,53604.15438,49,9.116494042,10.88940051,0
1988,WY,0,9272.115234,51672.63498,49,9.134874658,10.85270297,0
1989,WY,0,9212.864258,49486.40239,49,9.128464613,10.80947342,0
1990,WY,0,8858.518555,48854.88904,49,9.089247703,10.7966302,0
1991,WY,0,8561.799805,48710.38141,49,9.055182496,10.79366799,0
1992,WY,0,8489.547852,46750.70804,49,9.046708806,10.75260607,0
1993,WY,0,8350.686523,46707.7461,49,9.030218776,10.75168671,0
1994,WY,0,8465.302734,46053.66357,49,9.043849179,10.73758431,0
1995,WY,0,8336.47168,45172.2195,49,9.028515293,10.7182597,0
1996,WY,0,8298.535156,44076.77699,49,9.023954787,10.69371101,0
1997,WY,0,8448.360352,43505.22886,49,9.041846019,10.6806594,0
1998,WY,0,9152.756836,44815.19018,49,9.121919657,10.71032474,0
1999,WY,0,9718.823242,44667.44802,49,9.181922712,10.70702267,0
2000,WY,0,9921.628906,43912.57899,49,9.202573176,10.68997887,0
